Data,Types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71:00:00,3.263350512,1.063829787,3.276595745,1.588652482,11.21276596,5.716312057,0.482269504,0.680851064,0.021276596,2.397163121,1.531914894,16.81560284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72:00:00,3.050002845,0.025,0.7,17.125,1.6,0.25,0.175,0.15,0,1.425,19.425,12.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73:00:00,2.250005925,0.131313131,1.101010101,5.207070707,0.532828283,1.606060606,0.272727273,0.035353535,0.045454545,0.795454545,2.73989899,7.939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74:00:00,3.264905181,0,0.078125,25.96875,0,0.03125,0,0,0,0.1875,26.171875,4.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75:00:00,3.556321418,0.620689655,4.965517241,16.86206897,1.689655172,5.172413793,0.724137931,0.034482759,0,5.586206897,5.482758621,17.93103448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76:00:00,2.439731601,0.454887218,2.736842105,1.703007519,4.714285714,0.063909774,0.018796992,0.082706767,0.007518797,1.823308271,11.33834586,9.87593985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77:00:00,3.657726368,2.8,13.91428571,8.542857143,2.857142857,4.742857143,0.914285714,1.285714286,0.142857143,4.2,7.685714286,19.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78:00:00,3.256862859,0.006968641,0.25087108,1.156794425,21.55052265,2.595818815,0.139372822,0.020905923,0,0.37630662,5.864111498,14.52264808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79:00:00,3.069939264,0.002463054,0.064039409,1.197044335,18.59852217,1.458128079,0.049261084,0.012315271,0,0.246305419,10.50985222,13.62315271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80:00:00,2.577597332,1.019002375,5.301662708,0.258907363,0.783847981,2.133016627,0.156769596,1.513064133,0.080760095,2.111638955,1.864608076,9.774346793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81:00:00,2.697528141,0.743150685,2.876712329,1.068493151,6.106164384,1.989726027,0.232876712,0.438356164,0.071917808,1.578767123,5.280821918,12.36986301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82:00:00,2.807993599,0.002380952,0.028571429,1.080952381,14.20238095,1.2,0.021428571,0.004761905,0.002380952,0.092857143,8.157142857,11.63809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83:00:00,2.790801643,1.749473684,7.903157895,0.122105263,0.168421053,0.764210526,0.075789474,2.536842105,0.054736842,3.061052632,12.28631579,10.95578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84:00:00,3.533965096,1.533333333,10.03333333,4.333333333,10.36666667,2.8,0.533333333,0.4,0,4.733333333,14.03333333,23.06666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85:00:00,3.542684785,0.203389831,4.677966102,21.3220339,0.338983051,4.762711864,3.288135593,0.050847458,0,0.525423729,5.423728814,17.79661017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86:00:00,2.893265686,0.117263844,0.762214984,1.856677524,12.2247557,2.302931596,0.114006515,0.068403909,0.061889251,0.713355049,2.64495114,13.31921824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87:00:00,3.064886986,1.728813559,12.74576271,0.779661017,2.152542373,0.305084746,0.355932203,0.881355932,0.06779661,2.728813559,20.30508475,12.52542373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88:00:00,3.472004312,2,23.75,4.5,0,0,0.75,0.25,0,1,32.25,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89:00:00,3.550526215,0.16,2.28,27,1.16,0.24,0.4,0,0,3.84,33.32,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90:00:00,1.303132412,0.128694351,2.778900112,0.069958848,0.03778526,0.010849233,0.033295922,0.380097269,0.051253273,0.231949121,3.696969697,3.354657688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91:00:00,3.24188928,1.708333333,14.27083333,0.6875,0.583333333,3.166666667,0.5625,1.9375,0.166666667,3.229166667,6.729166667,12.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92:00:00,2.988727252,0.606837607,4.094017094,4.188034188,3.35042735,4.051282051,0.188034188,0.324786325,0.256410256,3.145299145,2.709401709,14.67521368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93:00:00,2.929125094,0.071856287,1.97005988,11.73053892,0.766467066,2.473053892,1.203592814,0.041916168,0.011976048,0.904191617,4.80239521,11.69461078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94:00:00,2.057324563,1.017087667,3.634472511,0.915304606,0.489598811,0.029717682,0.026002972,0.722139673,0.035661218,0.988112927,7.79346211,6.946508172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95:00:00,3.56676272,0.183333333,1.058333333,7.908333333,19.81666667,4.533333333,0.616666667,0.083333333,0.008333333,1.508333333,4.983333333,21.44166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96:00:00,3.681123635,0.692307692,18.53846154,1.153846154,1,11.61538462,5.153846154,0,0,1.923076923,1.538461538,12.15384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97:00:00,3.506288381,0.108374384,1.157635468,1.669950739,25.43349754,3.896551724,0.147783251,0.054187192,0.039408867,0.9408867,1.955665025,17.92118227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98:00:00,3.737669618,0,0,0,40,2,0,0,0,0,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99:00:00,3.748749345,0.245398773,1.282208589,4.582822086,29.85276074,4.257668712,0.214723926,0.159509202,0,2.006134969,9.288343558,22.76687117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column,Types,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0:00,0,2.67E-04,1.12E-04,3.05E-05,2.42E-05,2.42E-05,8.80E-06,1.15E-04,3.41E-05,0,2.15E-05,2.42E-05,0,1.07E-04,1.94E-05,0,0,6.90E-04,1.22E-05,4.20E-04,0,1.66E-04,0,2.42E-05,7.33E-05,5.26E-04,1.25E-05,7.29E-05,0,2.68E-05,1.76E-05,3.69E-05,0,0,0,1.08E-05,0,0,0,4.10E-04,6.05E-06,0.990902447,0,0,1.49E-05,2.42E-05,0,2.14E-04,1.38E-05,0,0,5.33E-04,3.32E-05,0,1.49E-05,2.80E-05,3.20E-04,0,0,1.94E-04,4.36E-05,2.77E-05,1.21E-04,1.94E-05,2.45E-05,1.32E-04,1.92E-05,4.18E-05,5.73E-05,2.23E-05,0,1.94E-05,0,1.93E-05,0,0,1.50E-05,2.69E-06,0,8.91E-05,1.76E-05,6.99E-05,7.57E-05,1.80E-04,1.50E-06,0,4.89E-05,0,0,0,0.003172885,8.07E-06,2.87E-05,0,1.18E-04,0,0,2.56E-05,0,1.29E-05
1:00,0,0,9.63E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003371869,0,0,0,0,0,0,0,0.001445087,0,0.001445087,0,0,0,0,0,0,0,0.001926782,0,0.001926782,0,0,0,0,0,0,0,0,0,4.82E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001926782,0.001445087,0,0,0,0,0.001445087,0,0,0,0,0,0,0,0,0.979768786,0,0,0,0,0,0,0,0,0,0.002408478,0,0.001445087,0,0,0,0,0,0,0
2:00,6.65E-04,3.32E-04,0.002763002,0,0,0,0,1.33E-04,0.001233747,0,0,4.43E-04,0,0,0,0,0,0.964335382,3.32E-04,5.70E-04,0,0,0,0,2.96E-04,0.007943674,0,2.22E-04,0,6.65E-04,0,0,0,0,0,0,0,0,0,6.65E-04,0,0.009020316,0,0,0,0,0,8.13E-04,0,0,0,6.65E-04,0,0,0,0,0.001226388,0,3.80E-04,0.001519757,4.43E-04,2.22E-05,0,0,5.91E-05,0,0,0,3.52E-04,0,0,6.65E-04,0,2.22E-04,0,0,0,0,0,6.65E-04,0,1.56E-04,0.001108156,0,0,7.12E-04,6.65E-04,0,0,0,0,0,0,4.16E-05,6.65E-04,0,0,0,0,0
3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77E-04,0,0.00143864,0,6.22E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85E-04,0,0,0,0,0,1.55E-04,0,0,0,0,0,0,0,0,1.55E-04,0,0,0,0,0,0,0,0,0.995866501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4:00,0,0.001207729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001207729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001207729,0,0.002415459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990338164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003623188,0,0,0,0,0
5:00,0,0,8.20E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995163934,0,0,0,3.28E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001229508,0,9.84E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56E-04,0,0,0,0,0
6:00,0,0,0,0,0,0.020833333,0.041666667,0,0,0,0,0,0,0,0,0.013888889,0.020833333,0.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7:00,0,3.63E-04,0.001634806,8.30E-04,0,0.001089325,0,8.17E-04,0.001633987,0,0,8.17E-04,0,0,0,0.001089325,0,0.011127492,0,5.45E-04,0,0,0,0,0.001361656,0.003656658,0.002061936,8.17E-04,0.001089325,0,8.17E-04,0,0,0,0,0,0,3.27E-04,0,0,0,0.018428384,0,0,0,0,0.001089325,0.008166463,0,0,0,0,0,0,0,0,0.929054749,0,0,3.09E-04,0,0.003278176,0,0,0,0,0,0,3.63E-04,4.08E-04,0.001089325,0,0,0.001534132,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-04,0,0,8.17E-04,0.002428457,0,0,0.001089325,5.45E-04,0,0,0,0,0.001089325
8:00,0,0,0.005195185,4.23E-04,0,0,0,5.44E-04,0.002386995,0,0,4.94E-04,0,0,0,0,0,0.005033972,2.31E-04,4.23E-04,0,0,0,0,0.003672123,0.959370663,0,0.001480541,0,0,3.17E-04,0,0,2.54E-04,6.35E-04,0,0,0,0,0,0,0.006481052,0,0,3.17E-04,0,0,0,0,0,2.54E-04,0,0,0,8.16E-04,4.23E-04,0.00107868,7.05E-05,5.08E-04,0,2.12E-04,6.35E-04,0,0,0,0,0,5.08E-04,0,9.97E-04,0,0,0,0,0,0,0,0,5.44E-04,0.002710475,0,5.08E-04,0.001692047,8.46E-04,0,0,4.34E-04,0,0,0,0,0,0,0,0,5.08E-04,0,0,0,0
9:00,0,0.040713024,0.002154573,0.001529052,0,0,0,0.001911315,4.59E-04,0,1.67E-04,0,0,0.0041922,2.29E-04,0,0,0.001971087,0,0.004587636,3.06E-04,0,0,0,0.002477064,0.003595608,0,0.001865443,0,0.002415902,0,0.003476045,0,9.17E-04,0,0,0,0,0,8.74E-04,0,0.028840325,0.001834862,0,1.02E-04,0,0,0.005286151,0,0,0.002140673,0.193701039,4.59E-04,0,0.001070336,0,0.004243539,0,0,0.001485365,0,6.26E-04,5.25E-04,0,0,0.00351682,0.001834862,9.17E-04,0.001376147,0,0,0,6.12E-04,0.002293578,0,0,6.12E-04,0,0,2.29E-04,0.002752294,0.002370031,0,0.00733945,0,3.06E-04,0,0,0,9.17E-04,0.657232963,0,0,0,0.002618644,0,0,9.17E-04,0,0
10:00,0.003252033,0,0,0,0,0,0,0,0,0,0,0.003484321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013066202,0,0,0,0,0,0.020325203,0.012195122,0,0,0,5.81E-04,0,8.71E-04,0,0,0,0,0,0,0.018292683,0,0,0.912792434,0,0,0.014269122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71E-04
11:00,0,0,0.011666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002380952,0.004166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004861111,0,0,0,0,0,0.002083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956785714,0,0.005555556,0,0,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0,0
12:00,4.30E-04,0.001145475,0.010889087,0,0.00257732,0,0,0.003092784,0.004393158,0,0,0.006013746,0,0,0,0,0,0.005691581,0,0.001718213,0,0,0,0,0.00137457,0.002789264,0,7.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152023,0,0,2.86E-04,0,0,0.00790378,0,0,0,5.73E-04,0.001718213,0,0,0,0.003407789,0,0.00128866,0.900141285,4.30E-04,0.005670103,0,0,0,0,0,5.73E-04,8.59E-04,5.73E-05,0,0,0,0.00376809,0,0,0,0,0,0.001586043,0,0.006701031,0.002689822,0,0,0,0,0,0,0,0.003092784,0,0,0,0.00128866,0.00257732,0,0,0,0
13:00,0,4.11E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016858238,0,0,0,0.005747126,0,0,0,0,0,0.00677796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010536398,0.944923372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862069,0,0,0,0,0,0,0,0,0,0.005263638,0,0,0,0,0,0,0,0,0
14:00,0,0,0.067061222,0,0,0,0,0.003164557,0.010038678,0,0,0,0,0,0.003164557,0,0,0.008689974,0,0,0,0,0,0,0.807038962,0.018915763,0,0.005300633,0.003322785,0,2.53E-04,0.002637131,0,0,0,0.003164557,0,0,0,0,0.004746835,0.009124473,8.44E-04,0,0,0,0,0,0,0,0.001265823,0,0.003164557,0,0,0,0.004598654,0,0.006329114,0,0,0,0,0,0,0,0.001054852,0,0.007233273,7.03E-04,0,0,0.003164557,0.003164557,0,0,0,0,7.45E-04,0.00452833,0,0,0.012977195,0,0,0,7.03E-04,0,0,0,0,0,0,0,0.002109705,7.91E-04,0,0,0,0
15:00,0,0.00391791,0,0,0,0,0,0,0,0,0,0,0,9.33E-04,0,0,0,0.001554726,0,0,0,0,0,0,0,0.002798507,0,0,0,0,0,7.46E-04,0,0,0,0,0,0,0,0,0,0.001857191,0,0,0,0,0,6.22E-04,0,0,0,4.15E-04,0,0,0,0,0,0,0,9.33E-04,0,0,0.003016169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73E-04,0,0,0,0.982833936,0,0,0,0,0
16:00,0,0.977201837,0,0,0,0,0,0,0,0,0,0,0,0.003516238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001162019,0,0,0,0,0,0,0,6.64E-04,0,0.003355625,0,0,0,0,0,9.96E-04,0,0,0,0.006479252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005994193,0,0,0,6.31E-04,0,0,0,0,0
17:00,2.52E-04,0.020922724,0.001004241,0,0,0,0,1.33E-04,6.50E-04,0,4.40E-04,1.32E-05,0,0.002972504,0,0,0,0.004292088,4.72E-04,0.002779367,0,0.003312344,0,0,0.001007899,0.001826751,8.80E-04,0,0,6.35E-04,0,0.004840314,2.20E-04,0,1.26E-04,3.04E-05,0,4.40E-04,0,0.005968564,0,0.432863153,0,0,0,0,0,4.41E-04,0,0,0,0.425028816,6.29E-05,0,7.28E-06,6.19E-04,0.00194061,4.64E-04,0,4.07E-04,6.60E-04,0,0.006308446,0,5.48E-04,0.002369524,6.08E-04,4.28E-04,0,4.89E-04,0,0,0,0,0,0,0,0,8.15E-06,2.93E-04,0.002301186,9.25E-04,3.81E-04,0.004823827,0,0,0,9.29E-05,0,0,0.062218985,0,0,0,0.002493877,0,0,0,0,0
18:00,0,0.031325955,0.001395089,0,0,0,0,0,0,0,0,0,0,0.425688462,0,0,0,0.01078311,0,0.002083333,0,0,0,0,0,0.001927083,0,0,0,0,0,0.005208333,0,0,0,0,0,0.00390625,0,0,0,0.443482682,0,0,0,0,0,0.005208333,0,0,0,0.006061198,0,0,0,0,0,0,0,0.004043311,0,0,0.002604167,0,0.00390625,0.005208333,0,0,6.25E-04,0,0,0,0,0,0,0,0,0,0.001420455,0,0,0,0,6.51E-04,0,0,0,0,0,0,0.037765883,6.51E-04,0,0.001953125,0.00390625,1.95E-04,0,0,0,0
19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0.972083333,0,0,0,0,0,0,0,0,0,0,0,0.002083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0.003333333,0.01,0.003333333,0,0,0,0,0,0,0
20:00,0,0,8.20E-04,0,0,0,0,3.74E-04,4.47E-05,0,0,4.57E-04,0,0,0,0,0,0.001295731,7.49E-04,0.972030076,0,4.99E-04,0,0,0,0.001462293,0,0,0,0,0,0,0,0,3.74E-04,0,0,0,0,0.002721515,3.33E-04,0.004194421,4.10E-04,0,2.50E-04,0,0,0,0,0,0,8.55E-04,0,0,0,5.99E-04,4.75E-05,0,0,6.91E-04,3.74E-04,0,0,0,0,0.002685106,0.004739249,5.51E-04,0,0,0,0,0,0,0,0,0,0,4.99E-04,0,0,0,0,0,0,0,0,0,0,0,0.001864284,0,0,0,3.33E-04,0,7.49E-04,0,0,0
21:00,0,0,0.006535948,0.006535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003267974,0,0,0,0,0,0,0.00245098,0,0,0.025326797,0.908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0.019607843,0,0,0,0.003267974,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0.00245098,0,0,0,0.00245098,0,0,0,0,0,0,0,0,0,0,0,0,0
22:00,0,0,0,0.947958839,0,0,0,0,0.003795547,0,0,0,0,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0.004934211,0,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0,0,0.007675439,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0,0,8.22E-04,0,0,0,0,0,0,0,0,0,0.007675439,0,0,8.22E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947
23:00,0,0.002246589,0,0,0,0,0,0,0,0,0,0,0,0.005321637,0,0,0,0,0.003859649,7.41E-04,0,0.007894737,0,0,0,0,0,0,0,0,0,0.927266082,0,0,0,0,0,0,0,0,0,0.003654971,0,0,0,0,0,1.75E-04,0,0,0,0.007231297,0,0,0,0,0,0,0,0,0,0,0.005628655,0,0,0.001754386,0,0,0,0,0,0,0,0.001754386,0,0,0,0,0,0,0.007894737,0,0,0.01871345,0,0,0,0,0,0,0.004065,0,0,0,0.001798246,0,0,0,0,0
